codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,FecVue,ChWei_BK,GrRev,NetRev,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,GrWeiTotAWB
45,20,27067552,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,97,CONSOLIDADO,CGN,DEUTSCHE LUFTHANSA AG,DEUTSCHE LUFTHANSA AG,05-11-12 0:00,294,1525,1525,1525,1525,1525,294
45,23,38425446,GTF,ASU,USA,Paraguay,NA_USA_West,SA_Paraguay,LAX,ASU,GTF,ASU,GTF-MIA-ASU,517,OTROS DG,MIA,FEDEX EXPRESS,FEDEX EXPRESS,30-10-12 0:00,18,0,0,75,131.24,131.24,18
45,23,38425446,GTF,ASU,USA,Paraguay,NA_USA_West,SA_Paraguay,LAX,ASU,GTF,ASU,GTF-MIA-ASU,517,OTROS DG,MIA,FEDEX EXPRESS,FEDEX EXPRESS,03-11-12 0:00,18,75,131.24,75,131.24,131.24,18
45,23,75048794,AUS,POA,USA,Brazil,NA_USA_South,SA_Brazil_Special,IAH,POA,AUS,POA,AUS-MIA-POA,517,OTROS DG,MIA,FEDEX EXPRESS,FEDEX EXPRESS,31-10-12 0:00,17,0,0,79.11,114.11,114.11,8.5
45,23,75048794,AUS,POA,USA,Brazil,NA_USA_South,SA_Brazil_Special,IAH,POA,AUS,POA,AUS-MIA-POA,517,OTROS DG,MIA,FEDEX EXPRESS,FEDEX EXPRESS,02-11-12 0:00,17,79.11,114.11,79.11,114.11,114.11,8.5
0,23,78119554,MEM,MAO,USA,Brazil,NA_USA_SouthEast,SA_Brazil_MAO,ATL,MAO,MEM,MAO,MEM-GRU-MAO,1,CARGA GENERAL,D44,,DHL GLOBAL,02-11-12 0:00,29,0,0,0,0,0,0
0,23,78119554,MEM,MAO,USA,Brazil,NA_USA_SouthEast,SA_Brazil_MAO,ATL,MAO,MEM,MAO,MEM-GRU-MAO,1,CARGA GENERAL,D44,,DHL GLOBAL,03-11-12 0:00,29,0,0,0,0,0,0
0,23,78119565,MEM,MAO,USA,Brazil,NA_USA_SouthEast,SA_Brazil_MAO,ATL,MAO,MEM,MAO,MEM-GRU-MAO,1,CARGA GENERAL,D44,,DHL GLOBAL,02-11-12 0:00,28,0,0,0,0,0,0
0,23,78119565,MEM,MAO,USA,Brazil,NA_USA_SouthEast,SA_Brazil_MAO,ATL,MAO,MEM,MAO,MEM-GRU-MAO,1,CARGA GENERAL,D44,,DHL GLOBAL,03-11-12 0:00,28,0,0,0,0,0,0
0,45,25505045,BOS,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,BOS,EZE,BOS-JFK-MIA-EZE,97,CONSOLIDADO,BOS,HORN INTERNATIONAL FORWARDING INC.,HORN INTERNATIONAL FORWARDING INC.,01-11-12 0:00,363,0,0,0,0,0,0
0,45,25505045,BOS,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,BOS,EZE,BOS-JFK-MIA-EZE,97,CONSOLIDADO,BOS,HORN INTERNATIONAL FORWARDING INC.,HORN INTERNATIONAL FORWARDING INC.,05-11-12 0:00,363,0,0,0,0,0,0
0,45,25505045,BOS,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,BOS,EZE,BOS-JFK-MIA-EZE,97,CONSOLIDADO,BOS,HORN INTERNATIONAL FORWARDING INC.,HORN INTERNATIONAL FORWARDING INC.,08-11-12 0:00,363,0,0,0,0,0,0
0,45,25505056,BOS,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,BOS,EZE,BOS-JFK-MIA-EZE,97,CONSOLIDADO,BOS,HORN INTERNATIONAL FORWARDING INC.,HORN INTERNATIONAL FORWARDING INC.,31-10-12 0:00,390,0,0,0,0,0,0
0,45,25505056,BOS,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,BOS,EZE,BOS-JFK-MIA-EZE,97,CONSOLIDADO,BOS,HORN INTERNATIONAL FORWARDING INC.,HORN INTERNATIONAL FORWARDING INC.,05-11-12 0:00,390,0,0,0,0,0,0
0,45,25505056,BOS,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,BOS,EZE,BOS-JFK-MIA-EZE,97,CONSOLIDADO,BOS,HORN INTERNATIONAL FORWARDING INC.,HORN INTERNATIONAL FORWARDING INC.,08-11-12 0:00,390,0,0,0,0,0,0
0,45,26939032,MIA,MCZ,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,MCZ,MIA-BSB-MCZ,514,MEDICAMENTOS / VACUNAS,FLL,MANACO INTERNATIONAL FWDRS.,MANACO,07-11-12 0:00,5,0,0,0,0,0,0
0,45,26939032,MIA,MCZ,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,MCZ,MIA-BSB-MCZ,514,MEDICAMENTOS / VACUNAS,FLL,MANACO INTERNATIONAL FWDRS.,MANACO,07-11-12 0:00,5,0,0,0,0,0,0
45,45,27873300,MIA,MVD,USA,Uruguay,NA_USA_Florida,SA_Uruguay,MIA,MVD,MIA,MVD,MIA-MVD,97,CONSOLIDADO,MIA,RECORD TIME CORPORATION,RECORD TIME CORPORATION,03-11-12 0:00,359,1057.17,1914.22,1057.17,1914.22,1914.22,306
45,45,30711144,MIA,PUQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,PUQ,MIA-SCL-PUQ,1,CARGA GENERAL,MIA,FLORIDA INTEGRAL SERVICES INC.,FLORIDA INTEGRAL SERVICES INC.,30-10-12 0:00,110,"8,421,394",173.8,333.9,689.1,689.1,73
45,45,30711144,MIA,PUQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,PUQ,MIA-SCL-PUQ,1,CARGA GENERAL,MIA,FLORIDA INTEGRAL SERVICES INC.,FLORIDA INTEGRAL SERVICES INC.,06-11-12 0:00,110,"2,496,861",515.3,333.9,689.1,689.1,73
0,45,30745385,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,JFK,ALL EXPRESS CARGO INC.,ALL EXPRESS,06-11-12 0:00,50,0,0,0,0,0,0
45,45,33362081,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-SCL-EZE,1,CARGA GENERAL,MIA,EXPEDITORS INTL OF WASHINGTON INC,V & M INTERNATIONAL FORWARDERS INC,04-11-12 0:00,8,"746,281",240.8,75,242,242,8
45,45,33362081,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-SCL-EZE,1,CARGA GENERAL,MIA,EXPEDITORS INTL OF WASHINGTON INC,V & M INTERNATIONAL FORWARDERS INC,05-11-12 0:00,8,0.3719008,1.2,75,242,242,8
0,45,33475960,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,519,COURIER,FLL,DNJ LOGISTIC GROUP INC,DNJ LOGISTIC GROUP INC,01-11-12 0:00,10,0,0,0,0,0,0
45,45,33565173,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,04-11-12 0:00,45,164.25,315.75,164.25,315.75,315.75,32
0,45,33575021,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-EZE,1,CARGA GENERAL,MIA,SAREXP WORLDWIDE COURIER INC,SAREXP WORLDWIDE COURIER INC,07-11-12 0:00,1002,0,0,0,0,0,0
45,45,33830495,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,DK FREIGHT FORWARDERS INC,DK FREIGHT FORWARDERS INC,05-11-12 0:00,10,75,153.7,75,153.7,153.7,7
45,45,33830506,MIA,ASU,USA,Paraguay,NA_USA_Florida,SA_Paraguay,MIA,ASU,MIA,ASU,MIA-ASU,517,OTROS DG,MIA,DK FREIGHT FORWARDERS INC,DK FREIGHT FORWARDERS INC,03-11-12 0:00,33,341.64,583.72,341.64,583.72,583.72,36
45,45,33833715,LAX,CGB,USA,Brazil,NA_USA_West,SA_Brazil_Others,LAX,OTBRA,LAX,CGB,LAX-LIM-MIA-BSB-CGB,521,OTROS ANIMALES VIVOS,LAX,LAN AIRLINES S.A.,JENNIFER COLLINS,01-11-12 0:00,82,"2,303,909","2,644,577",576.2,747.4,661.4,51
45,45,33833715,LAX,CGB,USA,Brazil,NA_USA_West,SA_Brazil_Others,LAX,OTBRA,LAX,CGB,LAX-LIM-MIA-BSB-CGB,521,OTROS ANIMALES VIVOS,LAX,LAN AIRLINES S.A.,JENNIFER COLLINS,03-11-12 0:00,82,"2,224,667","2,553,618",576.2,747.4,661.4,51
45,45,33833715,LAX,CGB,USA,Brazil,NA_USA_West,SA_Brazil_Others,LAX,OTBRA,LAX,CGB,LAX-LIM-MIA-BSB-CGB,521,OTROS ANIMALES VIVOS,LAX,LAN AIRLINES S.A.,JENNIFER COLLINS,04-11-12 0:00,82,"1,900,824","218,189",576.2,747.4,661.4,51
45,45,33833715,LAX,CGB,USA,Brazil,NA_USA_West,SA_Brazil_Others,LAX,OTBRA,LAX,CGB,LAX-LIM-MIA-BSB-CGB,521,OTROS ANIMALES VIVOS,LAX,LAN AIRLINES S.A.,JENNIFER COLLINS,05-11-12 0:00,82,133.48,"1,532,171",576.2,747.4,661.4,51
45,45,33835314,LAX,LIM,USA,Peru,NA_USA_West,SA_Peru,LAX,LIM,LAX,LIM,LAX-MEX-LIM,1,CARGA GENERAL,LAX,LAN AIRLINES S.A.,MIGUEL TAY CHEAN,05-11-12 0:00,17,"9,341,417","1,955,001",108.8,227.7,227.7,17
45,45,33835314,LAX,LIM,USA,Peru,NA_USA_West,SA_Peru,LAX,LIM,LAX,LIM,LAX-MEX-LIM,1,CARGA GENERAL,LAX,LAN AIRLINES S.A.,MIGUEL TAY CHEAN,07-11-12 0:00,17,"9,945,858",208.15,108.8,227.7,227.7,17
45,45,33835336,LAX,LIM,USA,Peru,NA_USA_West,SA_Peru,LAX,LIM,LAX,LIM,LAX-MEX-LIM,1,CARGA GENERAL,LAX,LAN AIRLINES S.A.,AB DIGITAL PHOTO,05-11-12 0:00,7,"2,461,474","5,750,003",75,175.2,175.2,5
45,45,33835336,LAX,LIM,USA,Peru,NA_USA_West,SA_Peru,LAX,LIM,LAX,LIM,LAX-MEX-LIM,1,CARGA GENERAL,LAX,LAN AIRLINES S.A.,AB DIGITAL PHOTO,06-11-12 0:00,7,"7,253,853",169.45,75,175.2,175.2,5
0,45,33837786,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,DEL MAR INTERNATIONAL,DEL MAR INTERNATIONAL,07-11-12 0:00,167,0,0,0,0,0,0
45,45,34047156,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-LIM-GYE,97,CONSOLIDADO,MIA,COR CORPORATION,COR CORPORATION,01-11-12 0:00,868,1340.55,1340.55,1513.05,1513.05,1513.05,576
45,45,34047156,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-LIM-GYE,97,CONSOLIDADO,MIA,COR CORPORATION,COR CORPORATION,03-11-12 0:00,868,172.5,172.5,1513.05,1513.05,1513.05,576
45,45,34059734,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-EZE,1,CARGA GENERAL,MIA,AMERICAN FREIGHT INTERNATIONAL INC,AMERICAN,01-11-12 0:00,139,362.79,784.49,362.79,784.49,784.49,139
45,45,34061580,RDU,SCL,USA,Chile,NA_USA_SouthEast,SA_Chile,ATL,SCL,RDU,SCL,RDU-MIA-SCL,517,OTROS DG,RDU,DEY AIRFREIGHT INC.,DET RDU,30-10-12 0:00,139,0,0,587.97,1010.75,959.68,139
45,45,34061580,RDU,SCL,USA,Chile,NA_USA_SouthEast,SA_Chile,ATL,SCL,RDU,SCL,RDU-MIA-SCL,517,OTROS DG,RDU,DEY AIRFREIGHT INC.,DET RDU,04-11-12 0:00,139,587.97,959.68,587.97,1010.75,959.68,139
45,45,34091072,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,01-11-12 0:00,501,483,592.15,483,592.15,592.15,322
45,45,34091094,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,01-11-12 0:00,501,885,1014.25,885,1014.25,1014.25,535
45,45,34091105,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,06-11-12 0:00,501,207,302.35,207,302.35,302.35,138
45,45,34091116,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,FLORIDA ENGINES AND MACHINERY CORP,FLORIDA ENGINES AND MACHINERY CORP,06-11-12 0:00,501,48,143,48,143,143,32
0,45,34091761,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,GYE,JFK,GYE,JFK-MIA-GYE,1,CARGA GENERAL,JFK,M.E.M. CARGO FOREIGN SERVICES INC,M.E.M. CARGO FOREIGN SERVICES INC,06-11-12 0:00,651,0,0,0,0,0,0
0,45,34091761,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,GYE,JFK,GYE,JFK-MIA-GYE,1,CARGA GENERAL,JFK,M.E.M. CARGO FOREIGN SERVICES INC,M.E.M. CARGO FOREIGN SERVICES INC,11-11-12 0:00,651,0,0,0,0,0,0
45,45,34091772,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,GYE,JFK,GYE,JFK-MIA-GYE,519,COURIER,JFK,M.E.M. CARGO FOREIGN SERVICES INC,REINOSO TRAVEL,04-11-12 0:00,539,0,0,1102.9,1102.9,1102.9,538
45,45,34091772,JFK,GYE,USA,Ecuador,NA_USA_NewYork,SA_Ecuador_GYE,JFK,GYE,JFK,GYE,JFK-MIA-GYE,519,COURIER,JFK,M.E.M. CARGO FOREIGN SERVICES INC,REINOSO TRAVEL,04-11-12 0:00,539,1102.9,1102.9,1102.9,1102.9,1102.9,538
0,45,34091783,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-GYE,1,CARGA GENERAL,JFK,M.E.M. CARGO FOREIGN SERVICES INC,M.E.M. CARGO FOREIGN SERVICES INC,04-11-12 0:00,501,0,0,0,0,0,0
0,45,34093393,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA,GUA,MIA-GUA,97,CONSOLIDADO,MIA,RANGY ENTERPRISE INC,RANGY ENTERPRISE INC,07-11-12 0:00,22,0,0,0,0,0,0
0,45,34093404,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA,GUA,MIA-GUA,97,CONSOLIDADO,MIA,RANGY ENTERPRISE INC,RANGY ENTERPRISE INC,07-11-12 0:00,24,0,0,0,0,0,0
45,45,34094432,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-MAO-LIM,517,OTROS DG,MIA,BEL BAC INTL INC.,BEL BAC INTL INC.,02-11-12 0:00,3,130,435,130,435,435,2
45,45,34094432,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-MAO-LIM,517,OTROS DG,MIA,BEL BAC INTL INC.,BEL BAC INTL INC.,03-11-12 0:00,3,0,0,130,435,435,2
45,45,34094874,IAD,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,JFK,SCL,IAD,SCL,IAD-JFK-SCL,1,CARGA GENERAL,SPI,BITTNER SHIPPING INC,BITTNER SHIPPING INC,02-11-12 0:00,27,0,0,184.68,308.46,273.46,27
45,45,34094874,IAD,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,JFK,SCL,IAD,SCL,IAD-JFK-SCL,1,CARGA GENERAL,SPI,BITTNER SHIPPING INC,BITTNER SHIPPING INC,03-11-12 0:00,27,184.68,273.46,184.68,308.46,273.46,27
45,45,34098433,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,IQQ,MIA-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,01-11-12 0:00,260,"239,548",501.6,718.2,1503.87,1503.87,228
45,45,34098433,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,IQQ,MIA-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,07-11-12 0:00,260,"478,652",1002.27,718.2,1503.87,1503.87,228
45,45,34098444,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,IQQ,MIA-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,05-11-12 0:00,260,"2,294,345",506,711.9,1570.04,1570.04,226
45,45,34098444,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,IQQ,MIA-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,10-11-12 0:00,260,"4,824,655",1064.04,711.9,1570.04,1570.04,226
0,45,34098455,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,IQQ,MIA-EZE-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,06-11-12 0:00,501,0,0,0,0,0,0
0,45,34098455,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,IQQ,MIA-EZE-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,07-11-12 0:00,501,0,0,0,0,0,0
0,45,34098455,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,IQQ,MIA-EZE-SCL-IQQ,1,CARGA GENERAL,MIA,MICRO BOL CORP,MICRO BOL CORP,07-11-12 0:00,501,0,0,0,0,0,0
45,45,34125173,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA,GYE,MIA-GYE,1,CARGA GENERAL,MIA,MABIM INTERNATIONAL INC,MABIM INTERNATIONAL INC,04-11-12 0:00,90,257.5,257.5,257.5,257.5,257.5,103
45,45,34125184,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,MABIM INTERNATIONAL INC,MABIM INTERNATIONAL INC,03-11-12 0:00,148,421.26,421.26,421.26,421.26,421.26,119
45,45,34126212,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,517,OTROS DG,MIA,ACD CARGO INC,ACD CARGO INC,01-11-12 0:00,855,2220.4,2385.4,2220.4,2385.4,2385.4,854
0,45,34126971,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-LIM-SCL,518,CORREO,LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST,03-11-12 0:00,55,0,0,0,0,0,0
0,45,34126971,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-LIM-SCL,518,CORREO,LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST,03-11-12 0:00,55,0,0,0,0,0,0
0,45,34127133,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,01-11-12 0:00,252,0,0,0,0,0,0
45,45,34127166,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,01-11-12 0:00,634,2219,2269.1,2219,2269.1,2269.1,634
0,45,34127170,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS,05-11-12 0:00,222,0,0,0,0,0,0
0,45,34127181,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,01-11-12 0:00,252,0,0,0,0,0,0
0,45,34127192,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-GYE-LIM-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,01-11-12 0:00,252,0,0,0,0,0,0
0,45,34127192,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-GYE-LIM-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,02-11-12 0:00,252,0,0,0,0,0,0
0,45,34127192,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-GYE-LIM-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST INTERNATIONAL (USA) INC.,02-11-12 0:00,252,0,0,0,0,0,0
0,45,34127214,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POST,05-11-12 0:00,249,0,0,0,0,0,0
0,45,34127225,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-LIM-SCL,518,CORREO,LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POSDT,03-11-12 0:00,72,0,0,0,0,0,0
0,45,34127225,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-LIM-SCL,518,CORREO,LGA,SWISS POST INTERNATIONAL (USA) INC.,SWISS POSDT,03-11-12 0:00,72,0,0,0,0,0,0
0,45,34128043,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,08-11-12 0:00,55,0,0,0,0,0,0
0,45,34128054,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,07-11-12 0:00,55,0,0,0,0,0,0
0,45,34128065,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,06-11-12 0:00,57,0,0,0,0,0,0
45,45,34128076,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,MDF,05-11-12 0:00,50,161.5,306.5,161.5,306.5,306.5,50
45,45,34128080,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,04-11-12 0:00,92,310.08,533.28,310.08,533.28,533.28,96
45,45,34128091,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,02-11-12 0:00,57,226.1,405.1,226.1,405.1,405.1,70
45,45,34128102,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK,GRU,JFK-GRU,528,"IMPRESOS, DIARIOS Y REVISTAS",NYC,OCS AMERICA INC.,OCS AMERICA INC.,01-11-12 0:00,55,278.85,674.6,278.85,674.6,674.6,184
45,45,34128124,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,528,"IMPRESOS, DIARIOS Y REVISTAS",NYC,OCS AMERICA INC.,OCS AMERICA INC.,01-11-12 0:00,37,292.6,442.4,292.6,442.4,442.4,44
45,45,34128135,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,05-11-12 0:00,13,79.68,171.48,79.68,171.48,171.48,12
0,45,34128146,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,06-11-12 0:00,13,0,0,0,0,0,0
0,45,34128150,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,OCS AMERICA INC.,OCS AMERICA INC.,07-11-12 0:00,13,0,0,0,0,0,0
45,45,34128522,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA,GUA,MIA-GUA,519,COURIER,MIA,BRICKELL MAIL,BRICKELL MAIL,02-11-12 0:00,501,303.8,323.8,303.8,323.8,323.8,217
45,45,34128533,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA,GUA,MIA-GUA,519,COURIER,MIA,BRICKELL MAIL,BRICKELL MAIL,04-11-12 0:00,501,309.4,329.4,309.4,329.4,329.4,221
0,45,34128544,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA,GUA,MIA-GUA,519,COURIER,MIA,BRICKELL MAIL,BRICKELL MAIL,07-11-12 0:00,501,0,0,0,0,0,0
