numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrRev,NetRev,TipoServicio,Piezas
91188683,IAH,LIM,USA,Peru,NA_USA_South,SA_Peru,IAH,MIA,IAH-MIA-LIM,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,01-05-17 0:00,97,170,209.75,Only Pax,1
91188893,IAH,GYE,USA,Ecuador,NA_USA_South,SA_Ecuador_GYE,IAH,MIA,IAH-MIA-GYE,526,OVERSIZED,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TBC,1824,T,01-11-12 0:00,02-11-12 2:30,02-05-17 0:00,713,677.35,1808.35,only Cargo,3
91188926,IAH,GYE,USA,Ecuador,NA_USA_South,SA_Ecuador_GYE,IAH,MIA,IAH-MIA-GYE,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TBC,1827,T,31-10-12 0:00,01-11-12 2:30,03-05-17 0:00,100,270,239.25,only Cargo,1
91188996,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,MIA,IAH-MIA-UIO,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TBC,1825,T,30-10-12 0:00,31-10-12 2:30,04-05-17 0:00,2082,1665.6,4975.98,Only Pax,2
91189000,IAH,EZE,USA,Argentina,NA_USA_South,SA_Argentina_EZE,IAH,MIA,IAH-MIA-EZE,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TBC,1817,T,30-10-12 0:00,31-10-12 2:30,05-05-17 0:00,10,75,230.38,Only Pax,1
91189011,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,MIA,IAH-MIA-UIO,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED,TBC,1827,T,31-10-12 0:00,01-11-12 2:30,06-05-17 0:00,1.46901E+14,36657.6,30242.52,only Cargo,6
91189022,IAH,LIM,USA,Peru,NA_USA_South,SA_Peru,IAH,MIA,IAH-MIA-LIM,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7783,T,03-11-12 0:00,03-11-12 20:30,07-05-17 0:00,93,170,209.75,Only Pax,1
91189033,IAH,LIM,USA,Peru,NA_USA_South,SA_Peru,IAH,MIA,IAH-MIA-LIM,517,OTROS DG,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7783,T,03-11-12 0:00,03-11-12 20:30,08-05-17 0:00,49,0,0,Only Pax,2
91189044,IAH,GYE,USA,Ecuador,NA_USA_South,SA_Ecuador_GYE,IAH,MIA,IAH-MIA-GYE,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TBC,1828,T,01-11-12 0:00,02-11-12 2:30,09-05-17 0:00,1002,951.9,2541.32,Only Pax,1
91189070,IAH,LIM,USA,Peru,NA_USA_South,SA_Peru,IAH,MIA,IAH-MIA-LIM,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,10-05-17 0:00,504,0,0,only Cargo,1
91189081,IAH,LIM,USA,Peru,NA_USA_South,SA_Peru,IAH,MIA,IAH-MIA-LIM,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,11-05-17 0:00,100,170,209.75,Only Pax,1
91189092,IAH,LIM,USA,Peru,NA_USA_South,SA_Peru,IAH,MIA,IAH-MIA-LIM,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,12-05-17 0:00,209,355.3,367.53,Only Pax,1
91189103,IAH,LIM,USA,Peru,NA_USA_South,SA_Peru,IAH,MIA,IAH-MIA-LIM,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,13-05-17 0:00,234,520.2,507.94,Only Pax,1
91189114,IAH,EZE,USA,Argentina,NA_USA_South,SA_Argentina_EZE,IAH,MIA,IAH-MIA-EZE,517,OTROS DG,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7789,T,02-11-12 0:00,03-11-12 2:30,14-05-17 0:00,2,100,385.08,Only Pax,1
91189125,IAH,EZE,USA,Argentina,NA_USA_South,SA_Argentina_EZE,IAH,MIA,IAH-MIA-EZE,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,15-05-17 0:00,100,195,510.22,Only Pax,1
91189136,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,MIA,IAH-MIA-UIO,1,CARGA GENERAL,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,16-05-17 0:00,1651,1320.8,3995.42,only Cargo,3
91189140,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,MIA,IAH-MIA-UIO,517,OTROS DG,HOU,ADVANCED INTL SVCS DBA MATT-ALEX INC.,ADVANCED INTL SVCS DBA MATT-ALEX INC.,TEN,7783,T,03-11-12 0:00,03-11-12 20:30,17-05-17 0:00,137,267.15,759.6,Only Pax,4
91189302,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,LIM,LAX-LIM-EZE,518,CORREO,LAX,DHL GLOBAL MAIL,DHL GLOBAL MAIL,LA,2605,P,04-11-12 0:00,04-11-12 21:08,18-05-17 0:00,950,0,0,Only Pax,1
91189346,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,LIM,LAX-LIM-EZE,1,CARGA GENERAL,LAX,DHL GLOBAL MAIL,DHL GLOBAL MAIL,LA,2605,P,31-10-12 0:00,31-10-12 22:10,19-05-17 0:00,1600,0,0,Only Pax,5
91189350,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,LIM,LAX-LIM-EZE,1,CARGA GENERAL,LAX,DHL GLOBAL MAIL,DHL GLOBAL MAIL,LA,2605,P,03-11-12 0:00,03-11-12 22:14,20-05-17 0:00,2500,3326494,2125,Standard,1
91189781,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,TRANSMAR LOGISTICS INC,TRANSMAR LOGISTICS INC,JJ,8091,P,05-11-12 0:00,05-11-12 0:00,21-05-17 0:00,1032,7476289,2677039,Only Pax,3
91189825,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,TRANSMAR LOGISTICS INC,TRANSMAR LOGISTICS INC,JJ,8091,P,05-11-12 0:00,05-11-12 0:00,22-05-17 0:00,517,377.78,1370.16,Only Pax,2
91189873,MCO,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MCO,MIA,MCO-MIA-GIG,97,CONSOLIDADO,MIA,TRANSMAR LOGISTICS INC,TRANSMAR LOGISTICS INC,TLD,987,T,30-10-12 0:00,31-10-12 0:00,23-05-17 0:00,6789,3585860,6825004.49,Only Pax,26
91189884,MIA,MCP,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA-SSA-MCP,97,CONSOLIDADO,MIA,TRANSMAR LOGISTICS INC,TRANSMAR LOGISTICS INC,M3,8487,C,05-11-12 0:00,05-11-12 5:04,24-05-17 0:00,784,2380.41,4093.93,Only Pax,11
91189895,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,TRANSMAR LOGISTICS INC,TRANSMAR LOGISTICS INC,JJ,8095,P,06-11-12 0:00,06-11-12 0:00,25-05-17 0:00,351,0,0,Only Pax,9
91190724,JFK,POA,USA,Brazil,NA_USA_NewYork,SA_Brazil_Special,JFK,MIA,JFK-MIA-POA,97,CONSOLIDADO,JFK,BDP INTERNATIONAL INC.,BDP INTERNATIONAL,TAN,1,T,22-10-12 0:00,23-10-12 3:00,26-05-17 0:00,15,119.22,304.72,only Cargo,1
91190805,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL,TPR,1,T,31-10-12 0:00,31-10-12 23:00,27-05-17 0:00,209,589.75,1152.15,Standard,1
91190816,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,ORD,MIA,ORD-MIA-EZE,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,TPR,1,T,31-10-12 0:00,31-10-12 23:00,28-05-17 0:00,209,276.5,649.04,Only Pax,1
91190945,ORD,GRU,USA,Brazil,NA_USA_Midwest,SA_Brazil_GRU,ORD,MIA,ORD-MIA-SCL-GRU,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,,,?,03-11-12 0:00,03-11-12 0:00,29-05-17 0:00,666,0,0,Only Pax,3
91190956,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,97,CONSOLIDADO,CHI,BDP INTERNATIONAL INC,BDP INTERNATIONAL INC,TPR,1,T,02-11-12 0:00,02-11-12 23:00,30-05-17 0:00,202,363.6,714.33,only Cargo,1
91190971,IAH,GRU,USA,Brazil,NA_USA_South,SA_Brazil_GRU,IAH,MIA,IAH-MIA-GRU,97,CONSOLIDADO,HOU,BDP INTERNATIONAL INC,BDP INTERNATIONAL,TBC,1828,T,01-11-12 0:00,02-11-12 2:30,31-05-17 0:00,311,606.45,1114.87,Only Pax,1
91191310,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,INTERNATIONAL FREIGHT FORWARDERS,INTERNATIONAL FREIGHT FORWARDERS,JJ,8095,P,01-11-12 0:00,01-11-12 0:00,01-06-17 0:00,1002,0,0,Only Pax,11
91191321,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,INTERNATIONAL FREIGHT FORWARDERS,INTERNATIONAL FREIGHT FORWARDERS,JJ,8095,P,03-11-12 0:00,03-11-12 0:00,02-06-17 0:00,1002,414.8,1651.3,Only Pax,14
91191376,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,DAMCO USA DBA APM GLOBAL LOGISTICS,DAMCO,JJ,8059,P,03-11-12 0:00,03-11-12 0:00,03-06-17 0:00,50,102.45,188.1,Only Pax,3
91191634,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,MIAMI EXPRESS IMP & EXP DBA LABOSERV,MIAMI EXPRESS IMP   EXP DBA LABOSERV,JJ,8091,P,05-11-12 0:00,05-11-12 0:00,04-06-17 0:00,28,122.67,249.08,Only Pax,1
91191645,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,MIAMI EXPRESS IMP & EXP DBA LABOSERV,MIAMI EXPRESS IMP   EXP DBA LABOSERV,JJ,8091,P,05-11-12 0:00,05-11-12 0:00,05-06-17 0:00,2,75,150.1,Only Pax,1
91191656,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,517,OTROS DG,MIA,MIAMI EXPRESS IMP & EXP DBA LABOSERV,MIAMI EXPRESS IMP   EXP DBA LABOSERV,JJ,8091,P,05-11-12 0:00,05-11-12 0:00,06-06-17 0:00,15,0,0,Only Pax,2
91192264,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,DIMAR INTERNATIONAL CARGO,MOOG COMPONENTS GROUP INC,UC,1205,C,02-11-12 0:00,02-11-12 5:30,07-06-17 0:00,5,0,0,Standard,1
91192275,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,DIMAR INTERNATIONAL CARGO,DIMAR INTERNATIONAL CARGO,UC,1201,C,03-11-12 0:00,03-11-12 0:15,08-06-17 0:00,3,122.33,122.33,only Cargo,1
91192356,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,ORD,JFK,ORD-JFK-SCL,97,CONSOLIDADO,CHI,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR & SEA SERVICE (USA) INC,THX,99,T,27-10-12 0:00,27-10-12 23:00,09-06-17 0:00,313,5700001,1033.56,FXP,1
91192371,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,ORD,MIA,ORD-MIA-SCL,517,OTROS DG,CHI,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR   SEA SERVICE (USA) INC,TPR,1,T,27-10-12 0:00,27-10-12 23:00,10-06-17 0:00,109,392.4,772,only Cargo,13
91192382,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,ORD,JFK,ORD-JFK-GYE-LIM,97,CONSOLIDADO,CHI,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN,THX,99,T,27-10-12 0:00,27-10-12 23:00,11-06-17 0:00,164,3735000,377.08,Standard,8
91192393,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,1,CARGA GENERAL,CHI,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR,TPR,1,T,31-10-12 0:00,31-10-12 23:00,12-06-17 0:00,259,493.05,417.58,Standard,1
91192404,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,1,CARGA GENERAL,CHI,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR,TPR,1,T,31-10-12 0:00,31-10-12 23:00,13-06-17 0:00,3,105,65.8,Standard,1
91192415,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,1,CARGA GENERAL,CHI,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR,TPR,1,T,06-11-12 0:00,07-11-12 0:00,14-06-17 0:00,719,0,0,Standard,29
91192426,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,1,CARGA GENERAL,CHI,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR   SEA,TPR,1,T,02-11-12 0:00,02-11-12 23:00,15-06-17 0:00,563,1016862,8547203,Standard,4
91194460,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,97,CONSOLIDADO,JFK,TRANSGROUP INT,TRANSGROUP INT,JJ,8083,P,01-11-12 0:00,01-11-12 0:00,16-06-17 0:00,221,221,664.85,Only Pax,1
91194526,IAH,GYE,USA,Ecuador,NA_USA_South,SA_Ecuador_GYE,IAH,MIA,IAH-MIA-GYE,97,CONSOLIDADO,HOU,TRANSGROUP INTL DBA TRANSFAIR NORTH AMER,TRANSGROUP INTL DBA TRANSFAIR NORTH AMER,TBC,1823,T,06-11-12 0:00,07-11-12 3:30,17-06-17 0:00,2278,0,0,only Cargo,12
91194530,JFK,POA,USA,Brazil,NA_USA_NewYork,SA_Brazil_Special,JFK,MIA,JFK-MIA-POA,97,CONSOLIDADO,JFK,TRANSGROUP INT,TRANSGROUP INT.DBA TRANSFAIR NORTH AMER,TAN,1,T,26-10-12 0:00,27-10-12 3:00,18-06-17 0:00,709,3224.36,4305.77,only Cargo,3
91194552,BOS,VCP,USA,Brazil,NA_USA_NorthEast,SA_Brazil_VCP,BOS,MIA,BOS-MIA-VCP,97,CONSOLIDADO,SEA,TRANSGROUP INTERNATIONAL,TRANSGROUP INTERNATIONAL,TLD,222,T,25-10-12 0:00,25-10-12 22:00,19-06-17 0:00,145,472.5,765.11,only Cargo,1
91194596,BOS,SCL,USA,Chile,NA_USA_NorthEast,SA_Chile,BOS,JFK,BOS-JFK-GYE-LIM-SCL,97,CONSOLIDADO,BOS,TRANSGROUP INT'L DBA TRANSFAIR NORTH AME,TRANSGROUP INT.DBA TRANSFAIR NORTH AMER,T60,111,T,31-10-12 0:00,31-10-12 22:00,20-06-17 0:00,385,14599694,1195.75,Only Pax,1
91194600,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,MIA,TRANSGROUP INTL DBA TRANSFAIR NORTH AMER,TRANSGROUP INTL DBA TRANSFAIR NORTH AMER,JJ,8081,P,06-11-12 0:00,06-11-12 0:00,21-06-17 0:00,301,0,0,Only Pax,1
91194670,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,97,CONSOLIDADO,SEA,TRANSGROUP INTERNATIONAL,TRANSGROUP,TPR,1,T,02-11-12 0:00,02-11-12 23:00,22-06-17 0:00,306,5673079,4786892,Standard,1
91194703,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,ORD,MIA,ORD-MIA-SCL,97,CONSOLIDADO,CHI,TRANSGROUP INTERNATIONAL DBA TRANSFAIR N,TRANSGROUP INTERNATIONAL DBA TRANSFAIR N,TPR,1,T,01-11-12 0:00,01-11-12 23:00,23-06-17 0:00,675,2227.5,2053.27,Only Pax,2
91194714,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,ORD,JFK,ORD-JFK-SCL-EZE,97,CONSOLIDADO,CHI,TRANSGROUP INTERNATIONAL DBA TRANSFAIR N,TRANSGROUP INTERNATIONAL DBA TRANSFAIR N,THX,99,T,02-11-12 0:00,02-11-12 23:00,24-06-17 0:00,253,8728500,892.1,Only Pax,1
91194725,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,97,CONSOLIDADO,CHI,TRANSGROUP INTERNATIONAL DBA TRANSFAIR N,TRANSGROUP,TPR,1,T,01-11-12 0:00,01-11-12 23:00,25-06-17 0:00,1770,0,0,Standard,6
91194740,ATL,EZE,USA,Argentina,NA_USA_SouthEast,SA_Argentina_EZE,ATL,MCO,ATL-MCO-GRU-EZE,97,CONSOLIDADO,ATL,TRANSGROUP INT'L DBA TRANSFAIR NORTH AME,TRGRP ATL,,,?,31-10-12 0:00,31-10-12 0:00,26-06-17 0:00,64,1736100,6420647,Only Pax,5
91194751,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,SCL,LAX-SCL-GRU,97,CONSOLIDADO,LAX,TRANSGROUP INTERNATIONAL,TRANSGROUP INTERNATIONAL,LA,601,P,02-11-12 0:00,02-11-12 13:44,27-06-17 0:00,45,2340000,470.5,Standard,5
91194762,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,TRANSGROUP INTL DBA TRANSFAIR NORTH AMER,TRANSGROUP INTL DBA TRANSFAIR NORTH AMER,JJ,8095,P,01-11-12 0:00,01-11-12 0:00,28-06-17 0:00,2001,1830.43,5506.6,Only Pax,4
91194773,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,97,CONSOLIDADO,CHI,TRANSGROUP INTERNATIONAL DBA TRANSFAIR N,TRANSGROUP INTERNATIONAL DBA TRANSFAIR N,TPR,1,T,02-11-12 0:00,02-11-12 23:00,29-06-17 0:00,392,1416.2,1311.13,Standard,1
91195521,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,GYE,MIA-GYE,97,CONSOLIDADO,MIA,CEVA FREIGHT LLC,CEVA FREIGHT LLC,UC,1105,C,04-11-12 0:00,04-11-12 17:30,30-06-17 0:00,1101,1689.6,1689.6,only Cargo,33
91195532,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,LIM,LAX-LIM-EZE,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,LA,2605,P,04-11-12 0:00,04-11-12 21:08,01-07-17 0:00,634,6754930,2375.7,Only Pax,5
91195576,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,SCL,LAX-SCL-GRU,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,LA,601,P,04-11-12 0:00,04-11-12 12:38,02-07-17 0:00,35,3562701,367.8,Only Pax,13
91195613,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,SCL,LAX-SCL-GRU,514,MEDICAMENTOS / VACUNAS,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,LA,601,P,04-11-12 0:00,04-11-12 12:38,03-07-17 0:00,113,4569472,550,Only Pax,9
91195661,LAX,MAO,USA,Brazil,NA_USA_West,SA_Brazil_MAO,LAX,MIA,LAX-MIA-MAO,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,TTG,610,T,03-11-12 0:00,04-11-12 6:00,04-07-17 0:00,482,0,0,only Cargo,18
91195753,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX-SCL,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,LA,601,P,03-11-12 0:00,03-11-12 13:21,05-07-17 0:00,845,1352,2975.25,Only Pax,4
91195764,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX-SCL,97,CONSOLIDADO,LAX,CEVA FREIGHT LLC,CEVA FREIGHT LLC,LA,601,P,04-11-12 0:00,04-11-12 12:38,06-07-17 0:00,105,189,452.5,Only Pax,1
91195790,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN,M3,8473,C,05-11-12 0:00,04-11-12 23:27,07-07-17 0:00,4,82.5,151.85,only Cargo,1
91195812,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,SCL,MIA-SCL-GRU,1,CARGA GENERAL,MIA,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR   SEA SERVICE (USA) INC,LA,503,P,07-11-12 0:00,07-11-12 21:30,08-07-17 0:00,301,0,0,Only Pax,2
91198413,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,MIA,IAH-MIA-CFB-GIG,617,MISCELANEO (CLASE 9),HOU,MORGAN SYSTEMS INTL. INC.,MORGAN SYSTEMS INTL. INC.,TEN,7777,T,26-10-12 0:00,27-10-12 2:30,09-07-17 0:00,110,302.5,647.79,only Cargo,7
91198424,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,MIA,IAH-MIA-BOG,1,CARGA GENERAL,HOU,MORGAN SYSTEMS INTL. INC.,MORGAN SYSTEMS INTL. INC.,TEN,7776,T,26-10-12 0:00,27-10-12 2:30,10-07-17 0:00,424,859.2,724.95,only Cargo,1
91198435,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,MIA,IAH-MIA-BOG,1,CARGA GENERAL,HOU,MORGAN SYSTEMS INTL. INC.,MORGAN SYSTEMS INTL. INC.,TEN,7777,T,26-10-12 0:00,27-10-12 2:30,11-07-17 0:00,377,603.2,508.95,Only Pax,1
91198446,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,MIA,IAH-MIA-BOG,1,CARGA GENERAL,HOU,MORGAN SYSTEMS INTL. INC.,MORGAN SYSTEMS INTL. INC.,TEN,7777,T,26-10-12 0:00,27-10-12 2:30,12-07-17 0:00,1053,1474.2,1216.21,only Cargo,1
91198461,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,MIA,IAH-MIA-GIG,617,MISCELANEO (CLASE 9),HOU,MORGAN SYSTEMS INTL. INC.,MORGAN SYSTEMS INTL. INC.,,,?,01-11-12 0:00,01-11-12 0:00,13-07-17 0:00,4,0,0,only Cargo,1
91198472,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,MIA,IAH-MIA-GIG,617,MISCELANEO (CLASE 9),HOU,MORGAN SYSTEMS INTL. INC.,MORGAN SYSTEMS INTL. INC.,TBC,1824,T,01-11-12 0:00,02-11-12 2:30,14-07-17 0:00,95,0,0,only Cargo,6
91198483,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,MIA,IAH-MIA-GIG,617,MISCELANEO (CLASE 9),HOU,MORGAN SYSTEMS INTL. INC.,MORGAN SYSTEMS INTL. INC.,TBC,1828,T,01-11-12 0:00,02-11-12 2:30,15-07-17 0:00,65,0,0,only Cargo,4
91198590,MIA,VIX,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,VCP,MIA-VCP-VIX,1,CARGA GENERAL,JFK,CARGO TOURS INTERNATIONAL INC,CARGO TOURS INTERNATIONAL INC,UC,1713,C,05-11-12 0:00,05-11-12 5:57,16-07-17 0:00,104,323.4,633.3,Standard,9
91198634,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,97,CONSOLIDADO,JFK,CARGO TOURS INTERNATIONAL INC,CARGO TOURS INTERNATIONAL INC,JJ,8083,P,03-11-12 0:00,03-11-12 0:00,17-07-17 0:00,200,420,455,Only Pax,1
91198645,JFK,FLN,USA,Brazil,NA_USA_NewYork,SA_Brazil_Others,JFK,GRU,JFK-GRU-FLN,1,CARGA GENERAL,JFK,CARGO TOURS INTERNATIONAL INC,CARGO TOURS INTERNATIONAL INC,JJ,8081,P,06-11-12 0:00,06-11-12 0:00,18-07-17 0:00,25,0,0,Only Pax,6
91198656,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,JFK,CARGO TOURS INTERNATIONAL INC,CARGO TOURS INTERNATIONAL INC,JJ,8095,P,06-11-12 0:00,06-11-12 0:00,19-07-17 0:00,2,0,0,Only Pax,1
