numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrRev,NetRev,TipoServicio,Piezas
10156532,LAX,GDL,USA,Mexico,NA_USA_West,NA_Mexico_GDL,LAX,MEX,LAX-MEX-GDL,527,RESTOS HUMANOS,LAX,BLUE SKIES AVIATION SERVICES,BLUE SKIES AVIATION SERVICES,M7,6823,C,06-11-12 0:00,06-11-12 1:00,12-08-24 0:00,175,0,0,only Cargo,1
60017753,MIA,MEX,USA,Mexico,NA_USA_Florida,NA_Mexico_DF,MIA,LAX,MIA-LAX-MEX,1,CARGA GENERAL,MIA,DUTY FREE WORLD INC.,DUTY FREE WORLD INC.,M7,6171,C,06-11-12 0:00,05-11-12 19:29,13-08-24 0:00,332,678.55,678.55,Standard,1
60019164,LAX,MEX,USA,Mexico,NA_USA_West,NA_Mexico_DF,LAX,MEX,LAX-MEX,518,CORREO,SAC,SKY KING INC,SKY KING,M7,6853,C,03-11-12 0:00,03-11-12 0:09,14-08-24 0:00,247,0,0,Standard,37
10009716,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1809,C,01-11-12 0:00,01-11-12 3:00,15-08-24 0:00,3,571.4,244.8,only Cargo,1
10013113,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,DELTA LINE INTL,L7,1809,C,01-11-12 0:00,01-11-12 3:00,16-08-24 0:00,949,854.1,854.1,Standard,5
10099305,MIA,MDE,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,MDE,MIA-MDE,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1809,C,03-11-12 0:00,03-11-12 15:30,17-08-24 0:00,835,0,0,Standard,1
10099331,MIA,MDE,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,MDE,MIA-MDE,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,TRANSWAY INTERNATIONAL CARGO CORP,L7,1809,C,03-11-12 0:00,03-11-12 15:30,18-08-24 0:00,200,178,178,only Cargo,1
10099342,MIA,MDE,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,MDE,MIA-MDE,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1809,C,03-11-12 0:00,03-11-12 15:30,19-08-24 0:00,534,1157.2,526,Standard,1
10132216,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,713,C,05-11-12 0:00,05-11-12 0:38,20-08-24 0:00,105,156,221,Only Pax,5
12007796,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1501,C,03-11-12 0:00,03-11-12 9:41,21-08-24 0:00,200,163.8,163.8,only Cargo,11
12012954,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,"SOTHYS U.S.A., INC",UC,1205,C,02-11-12 0:00,02-11-12 5:30,22-08-24 0:00,30.39,0,0,Standard,2
12024224,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1501,C,03-11-12 0:00,03-11-12 9:41,23-08-24 0:00,800,571.5,571.5,only Cargo,1
12030093,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1401,C,01-11-12 0:00,01-11-12 15:27,24-08-24 0:00,251,409.5,474.5,only Cargo,1
12034046,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,LA,2515,P,07-11-12 0:00,07-11-12 17:40,25-08-24 0:00,6012,0,0,only Cargo,18
12037583,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,EZE,MIA-EZE-SCL,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1103,C,06-11-12 0:00,06-11-12 11:17,26-08-24 0:00,14,0,0,only Cargo,1
12041901,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,713,C,05-11-12 0:00,05-11-12 0:38,27-08-24 0:00,50,88.5,153.5,only Cargo,1
12045191,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,LA,2511,P,02-11-12 0:00,02-11-12 23:43,28-08-24 0:00,100,207,272,Only Pax,1
12045202,MIA,GYE,USA,Ecuador,NA_USA_Florida,SA_Ecuador_GYE,MIA,LIM,MIA-LIM-GYE,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,GONBROS GROUP CORPORATION,LA,2511,P,06-11-12 0:00,06-11-12 23:55,29-08-24 0:00,38,75,75,Only Pax,1
12048746,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1201,C,03-11-12 0:00,03-11-12 0:15,30-08-24 0:00,1002,2936.45,2936.45,only Cargo,8
12048750,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1201,C,06-11-12 0:00,06-11-12 0:00,31-08-24 0:00,220,453.38,453.38,only Cargo,4
12060090,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,125,C,01-11-12 0:00,01-11-12 6:00,01-09-24 0:00,130,276,276,only Cargo,1
12060123,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1101,C,05-11-12 0:00,05-11-12 7:50,02-09-24 0:00,182,555.1,605.1,only Cargo,9
12060134,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1101,C,05-11-12 0:00,05-11-12 7:50,03-09-24 0:00,206,628.3,678.3,only Cargo,12
12063936,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1404,C,05-11-12 0:00,06-11-12 10:00,04-09-24 0:00,752,0,0,only Cargo,18
12063940,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,UC,1402,C,03-11-12 0:00,03-11-12 9:27,05-09-24 0:00,403,1189.15,1279.15,only Cargo,12
12064850,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1809,C,01-11-12 0:00,01-11-12 3:00,06-09-24 0:00,450,377.1,377.1,only Cargo,2
12065421,ORD,GRU,USA,Brazil,NA_USA_Midwest,SA_Brazil_GRU,ORD,MIA,ORD-MIA-GRU,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,,,?,03-11-12 0:00,03-11-12 0:00,07-09-24 0:00,150,472.5,507.5,Standard,13
12067101,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,UC,1201,C,03-11-12 0:00,03-11-12 0:15,08-09-24 0:00,146,190.46,190.46,only Cargo,1
12068976,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1801,C,03-11-12 0:00,03-11-12 0:45,09-09-24 0:00,111,170.1,170.1,only Cargo,1
12069470,MIA,CLO,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,CLO,MIA-CLO,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1809,C,03-11-12 0:00,03-11-12 15:30,10-09-24 0:00,6000,3910.2,3910.2,only Cargo,9
12069481,MIA,CLO,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,CLO,MIA-CLO,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1809,C,03-11-12 0:00,03-11-12 15:30,11-09-24 0:00,1002,299.25,299.25,Xps,10
12072012,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,ENTREGA INMEDIATA PONY USA,RF,713,C,05-11-12 0:00,05-11-12 0:38,12-09-24 0:00,150,505.5,570.5,only Cargo,1
12072082,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1809,C,01-11-12 0:00,01-11-12 3:00,13-09-24 0:00,351,355.5,355.5,Xps,14
12072130,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1201,C,01-11-12 0:00,01-11-12 2:12,14-09-24 0:00,67,86.71,86.71,only Cargo,11
12072141,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,INTER CUSTOM LOGISTICS  LLC,M3,8461,C,05-11-12 0:00,04-11-12 22:34,15-09-24 0:00,133,406.87,441.87,Only Pax,5
12072454,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SOMOS  COURIER  EXPRESS  LLC,L7,1809,C,01-11-12 0:00,01-11-12 3:00,16-09-24 0:00,2,109.8,109.8,Standard,1
12072465,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,03-11-12 0:00,03-11-12 0:45,17-09-24 0:00,1503,1095.75,1095.75,only Cargo,5
12072642,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,519,COURIER,MIA,SKYWAGON CORPORATION INC.,USACO WORLDWIDE INC,L7,1801,C,03-11-12 0:00,03-11-12 0:45,18-09-24 0:00,520,275.4,275.4,only Cargo,10
12072653,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,03-11-12 0:00,03-11-12 0:45,19-09-24 0:00,523,351,351,only Cargo,12
12072664,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,517,OTROS DG,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1803,C,07-11-12 0:00,06-11-12 21:00,20-09-24 0:00,2001,0,0,only Cargo,1
12072675,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,BROADCAST PIX,L7,1809,C,01-11-12 0:00,01-11-12 3:00,21-09-24 0:00,28,75,75,Standard,1
12072686,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1809,C,01-11-12 0:00,01-11-12 3:00,22-09-24 0:00,351,287.1,287.1,Xps,11
12072955,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA-POA,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,741,C,02-11-12 0:00,02-11-12 1:47,23-09-24 0:00,96,561.38,596.38,only Cargo,1
12072966,MIA,PTY,USA,Panama,NA_USA_Florida,CA_Panama,MIA,PTY,MIA-PTY,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1207,C,04-11-12 0:00,04-11-12 15:00,24-09-24 0:00,167,192,192,only Cargo,1
12072970,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA-GIG,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,JJ,8057,P,03-11-12 0:00,03-11-12 0:00,25-09-24 0:00,104,291.2,326.2,Only Pax,4
12073106,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,SCL,MIA-SCL-EZE,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,769,C,04-11-12 0:00,04-11-12 15:27,26-09-24 0:00,50,4697143,210,only Cargo,2
12073110,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,SCL,MIA-SCL-EZE,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,769,C,04-11-12 0:00,04-11-12 15:27,27-09-24 0:00,835,6805885,2172.28,only Cargo,2
12073132,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SYSTEM AMERICAN CARGO CORP,JJ,8095,P,01-11-12 0:00,01-11-12 0:00,28-09-24 0:00,10,75,110,Only Pax,2
12073154,MIA,COR,USA,Argentina,NA_USA_Florida,SA_Argentina_COR,MIA,SCL,MIA-SCL-COR,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,RF,769,C,04-11-12 0:00,04-11-12 15:27,29-09-24 0:00,334,13012512,5641235.67,only Cargo,3
12073434,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,03-11-12 0:00,03-11-12 0:45,30-09-24 0:00,100,111.6,111.6,only Cargo,1
12073460,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1501,C,03-11-12 0:00,03-11-12 9:41,01-10-24 0:00,501,492.3,492.3,only Cargo,3
12073784,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1205,C,02-11-12 0:00,02-11-12 5:30,02-10-24 0:00,2380,0,0,only Cargo,8
12073806,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,521,C,04-11-12 0:00,04-11-12 8:40,03-10-24 0:00,2051,2473.58,2473.58,only Cargo,6
12073810,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,GYE,MIA-GYE-LIM,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1807,C,04-11-12 0:00,04-11-12 8:59,04-10-24 0:00,2320,11298592,3185.54,only Cargo,7
12074440,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,01-11-12 0:00,01-11-12 11:02,05-10-24 0:00,94,331.6,121.6,only Cargo,1
12074451,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1801,C,01-11-12 0:00,01-11-12 11:02,06-10-24 0:00,2,75,75,Only Pax,1
12074462,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1805,C,02-11-12 0:00,02-11-12 7:59,07-10-24 0:00,1077,1497.73,1497.73,Only Pax,5
12074473,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1507,C,03-11-12 0:00,03-11-12 11:44,08-10-24 0:00,150,0,0,only Cargo,1
12074484,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,617,MISCELANEO (CLASE 9),MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1507,C,03-11-12 0:00,03-11-12 11:44,09-10-24 0:00,48,75,75,only Cargo,2
12074495,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1507,C,03-11-12 0:00,03-11-12 11:44,10-10-24 0:00,95,374.7,374.7,only Cargo,7
12074506,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,GRU,MIA-GRU-LIM,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,JJ,8091,P,03-11-12 0:00,03-11-12 0:00,11-10-24 0:00,1002,-1811489,3122.5,Only Pax,8
12074650,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1205,C,02-11-12 0:00,02-11-12 5:30,12-10-24 0:00,217,516,516,only Cargo,1
12074720,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1809,C,01-11-12 0:00,01-11-12 3:00,13-10-24 0:00,2004,0,0,only Cargo,4
12074731,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,03-11-12 0:00,03-11-12 0:45,14-10-24 0:00,2004,4264.79,1785.2,only Cargo,7
12074742,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1809,C,01-11-12 0:00,01-11-12 3:00,15-10-24 0:00,760,2140.35,895.93,only Cargo,3
12074753,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,07-11-12 0:00,06-11-12 21:00,16-10-24 0:00,200,0,0,only Cargo,1
12074974,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1809,C,01-11-12 0:00,01-11-12 3:00,17-10-24 0:00,94,83.7,83.7,only Cargo,1
12075103,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1809,C,01-11-12 0:00,01-11-12 3:00,18-10-24 0:00,501,450,450,only Cargo,2
12075125,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,03-11-12 0:00,03-11-12 0:45,19-10-24 0:00,327,294.3,294.3,only Cargo,1
12075136,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKY FREIGHT FORWARDING INC,,,?,06-11-12 0:00,06-11-12 0:00,20-10-24 0:00,3089,0,0,Standard,10
12075151,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,L7,1803,C,07-11-12 0:00,06-11-12 21:00,21-10-24 0:00,2182,0,0,only Cargo,3
12075291,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,JJ,8095,P,03-11-12 0:00,03-11-12 0:00,22-10-24 0:00,287,825.63,915.63,Only Pax,17
12076374,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,531,C,07-11-12 0:00,07-11-12 4:15,23-10-24 0:00,4008,0,0,only Cargo,143
12076385,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,531,C,07-11-12 0:00,07-11-12 4:15,24-10-24 0:00,4509,0,0,only Cargo,150
12076396,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,531,C,07-11-12 0:00,07-11-12 4:15,25-10-24 0:00,4509,0,0,only Cargo,128
12076400,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1805,C,08-11-12 0:00,07-11-12 22:00,26-10-24 0:00,4509,0,0,only Cargo,160
12076805,MIA,COR,USA,Argentina,NA_USA_Florida,SA_Argentina_COR,MIA,SCL,MIA-SCL-COR,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1501,C,01-11-12 0:00,01-11-12 19:16,27-10-24 0:00,256,11339009,1071.64,only Cargo,7
12077446,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYNET W.W EXPRESS,UC,1505,C,04-11-12 0:00,04-11-12 10:13,28-10-24 0:00,48,75,75,Standard,3
12077450,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1505,C,04-11-12 0:00,04-11-12 10:13,29-10-24 0:00,428,2016,830.59,Only Pax,2
12077461,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,UC,1201,C,03-11-12 0:00,03-11-12 0:15,30-10-24 0:00,70,113.1,113.1,only Cargo,2
12077472,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,97,CONSOLIDADO,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,LA,501,P,06-11-12 0:00,06-11-12 20:25,31-10-24 0:00,11,0,0,Only Pax,3
12077590,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA-EZE,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,4M,4521,P,04-11-12 0:00,04-11-12 19:45,01-11-24 0:00,334,1338.95,1463.95,Only Pax,1
12077601,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1803,C,07-11-12 0:00,06-11-12 21:00,02-11-24 0:00,35,0,0,Xps,1
12077623,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA-EZE,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,541,C,01-11-12 0:00,01-11-12 12:05,03-11-24 0:00,100,75,200,only Cargo,1
12077634,MIA,ASU,USA,Paraguay,NA_USA_Florida,SA_Paraguay,MIA,ASU,MIA-ASU,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,RF,767,C,03-11-12 0:00,03-11-12 6:51,04-11-24 0:00,120,292.9,348.78,Xps,3
12077645,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,SKYWAGON CORPORATION INC.,SKYWAGON,LA,501,P,01-11-12 0:00,01-11-12 21:22,05-11-24 0:00,36,215,125,Only Pax,3
12077656,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA-BOG,519,COURIER,MIA,SKYWAGON CORPORATION INC.,SKYWAGON CORPORATION INC.,L7,1801,C,04-11-12 0:00,04-11-12 4:04,06-11-24 0:00,40,75,75,only Cargo,4
